-0.25, 101.14, 795.94, 146.54, 4.24, 0.06, 0.02, 0.01, 0.07, 0.02, 0.02, 70.01, 13.79, 2.45, 0.00, 
-0.25, 101.09, 795.79, 146.27, 4.03, 0.07, 0.01, 0.01, 0.07, 0.01, 0.02, 70.42, 13.81, 2.36, 0.00, 
-0.25, 101.07, 796.43, 146.68, 3.62, 0.07, 0.02, 0.02, 0.07, 0.02, 0.02, 70.81, 13.86, 2.28, 0.00, 
-0.25, 101.05, 795.82, 147.03, 4.09, 0.06, 0.02, 0.01, 0.07, 0.02, 0.01, 71.18, 13.91, 2.20, 0.00, 
-0.25, 101.02, 796.08, 146.62, 3.60, 0.07, 0.02, 0.01, 0.08, 0.02, 0.01, 71.53, 13.94, 2.13, 0.00, 
-0.25, 100.97, 796.00, 146.13, 3.54, 0.06, 0.01, 0.01, 0.07, 0.02, 0.02, 71.87, 13.94, 2.05, 0.00, 
-0.25, 100.94, 796.52, 146.36, 3.54, 0.06, 0.01, 0.01, 0.07, 0.01, 0.01, 72.20, 13.97, 1.98, 0.00, 
-0.25, 100.91, 796.61, 146.21, 4.03, 0.06, 0.01, 0.01, 0.07, 0.02, 0.02, 72.52, 13.99, 1.92, 0.00, 
-0.25, 100.89, 796.70, 146.39, 4.62, 0.07, 0.01, 0.01, 0.07, 0.01, 0.02, 72.82, 14.01, 1.86, 0.00, 
-0.25, 100.87, 796.52, 146.54, 4.15, 0.06, 0.02, 0.01, 0.07, 0.02, 0.02, 73.11, 14.05, 1.80, 0.00, 
-0.25, 100.86, 796.35, 146.83, 4.09, 0.06, 0.02, 0.01, 0.07, 0.02, 0.02, 73.39, 14.09, 1.75, 0.00, 
-0.25, 100.84, 796.55, 146.54, 3.74, 0.06, 0.01, 0.01, 0.07, 0.01, 0.02, 73.65, 14.11, 1.69, 0.00, 
-0.25, 100.82, 796.08, 146.42, 4.24, 0.06, 0.02, 0.01, 0.07, 0.02, 0.01, 73.90, 14.13, 1.64, 0.00, 
-0.25, 100.81, 797.05, 146.95, 3.86, 0.07, 0.01, 0.02, 0.07, 0.01, 0.02, 74.15, 14.17, 1.59, 0.00, 
-0.25, 100.80, 796.11, 146.80, 4.56, 0.06, 0.02, 0.01, 0.06, 0.02, 0.02, 74.38, 14.19, 1.54, 0.00, 
-0.25, 100.78, 797.11, 146.62, 3.65, 0.06, 0.02, 0.02, 0.07, 0.02, 0.02, 74.61, 14.20, 1.50, 0.00, 
-0.25, 100.76, 796.46, 146.62, 4.36, 0.06, 0.02, 0.01, 0.07, 0.02, 0.01, 74.82, 14.22, 1.46, 0.00, 
-0.25, 100.75, 796.58, 146.92, 4.44, 0.06, 0.02, 0.02, 0.06, 0.02, 0.02, 75.03, 14.25, 1.42, 0.00, 
-0.25, 100.72, 797.31, 146.45, 3.89, 0.06, 0.02, 0.01, 0.06, 0.02, 0.02, 75.23, 14.25, 1.38, 0.00, 
-0.25, 100.72, 796.49, 146.86, 3.62, 0.06, 0.02, 0.01, 0.06, 0.02, 0.01, 75.41, 14.28, 1.34, 0.00, 
-0.25, 100.69, 796.23, 146.21, 3.83, 0.06, 0.02, 0.01, 0.07, 0.02, 0.01, 75.59, 14.28, 1.30, 0.00, 
-0.25, 100.67, 796.70, 146.24, 3.95, 0.06, 0.02, 0.01, 0.07, 0.02, 0.02, 75.77, 14.28, 1.26, 0.00, 
