-0.14, 101.02, 796.73, 146.51, 4.33, 0.07, 0.02, 0.01, 0.07, 0.02, 0.01, 71.56, 13.94, 2.18, 0.00, 
-0.14, 101.00, 796.49, 146.97, 4.79, 0.06, 0.01, 0.01, 0.07, 0.01, 0.02, 71.90, 13.98, 2.11, 0.00, 
-0.14, 100.97, 796.40, 146.92, 4.88, 0.06, 0.01, 0.02, 0.07, 0.02, 0.02, 72.23, 14.01, 2.05, 0.00, 
-0.14, 100.94, 796.11, 146.54, 4.82, 0.06, 0.01, 0.01, 0.07, 0.01, 0.02, 72.54, 14.02, 1.98, 0.00, 
-0.14, 100.92, 796.17, 146.95, 4.79, 0.06, 0.02, 0.02, 0.06, 0.02, 0.02, 72.84, 14.06, 1.92, 0.00, 
-0.14, 100.92, 796.20, 147.44, 5.06, 0.07, 0.01, 0.01, 0.07, 0.02, 0.01, 73.13, 14.11, 1.87, 0.00, 
-0.14, 100.90, 796.46, 147.24, 4.33, 0.06, 0.01, 0.02, 0.07, 0.01, 0.02, 73.40, 14.15, 1.80, 0.00, 
-0.14, 100.88, 796.52, 146.95, 4.15, 0.06, 0.02, 0.01, 0.07, 0.02, 0.01, 73.67, 14.16, 1.74, 0.00, 
-0.14, 100.86, 796.14, 147.00, 4.33, 0.06, 0.01, 0.01, 0.06, 0.01, 0.01, 73.92, 14.18, 1.69, 0.00, 
-0.14, 100.85, 796.05, 147.21, 4.36, 0.06, 0.02, 0.01, 0.06, 0.02, 0.02, 74.16, 14.21, 1.63, 0.00, 
-0.14, 100.81, 796.78, 146.80, 4.94, 0.06, 0.01, 0.01, 0.07, 0.02, 0.02, 74.40, 14.21, 1.59, 0.00, 
-0.13, 100.79, 796.46, 146.86, 4.68, 0.06, 0.01, 0.01, 0.07, 0.02, 0.01, 74.62, 14.23, 1.55, 0.00, 
-0.13, 100.79, 797.08, 147.35, 5.12, 0.06, 0.02, 0.01, 0.06, 0.02, 0.02, 74.83, 14.26, 1.51, 0.00, 
-0.13, 100.78, 796.40, 147.18, 4.65, 0.06, 0.01, 0.01, 0.06, 0.01, 0.02, 75.04, 14.29, 1.47, 0.00, 
-0.13, 100.76, 796.70, 147.12, 4.12, 0.06, 0.01, 0.01, 0.06, 0.02, 0.01, 75.23, 14.30, 1.42, 0.00, 
-0.13, 100.74, 796.55, 146.86, 4.68, 0.06, 0.02, 0.01, 0.06, 0.02, 0.02, 75.42, 14.31, 1.38, 0.00, 
-0.13, 100.74, 796.55, 147.24, 4.88, 0.06, 0.02, 0.01, 0.06, 0.02, 0.02, 75.60, 14.34, 1.35, 0.00, 
-0.13, 100.71, 796.32, 146.71, 4.27, 0.06, 0.02, 0.01, 0.07, 0.02, 0.01, 75.77, 14.33, 1.31, 0.00, 
-0.13, 100.69, 796.55, 146.59, 3.62, 0.07, 0.02, 0.01, 0.07, 0.02, 0.01, 75.94, 14.34, 1.26, 0.00, 
-0.13, 100.67, 796.38, 146.65, 4.09, 0.06, 0.02, 0.01, 0.06, 0.02, 0.01, 76.10, 14.35, 1.23, 0.00, 
-0.13, 100.65, 796.11, 146.39, 4.03, 0.06, 0.02, 0.01, 0.07, 0.02, 0.01, 76.25, 14.35, 1.19, 0.00, 
-0.13, 100.66, 796.40, 147.00, 4.85, 0.06, 0.01, 0.01, 0.07, 0.01, 0.01, 76.39, 14.38, 1.17, 0.00, 
-0.13, 100.65, 796.32, 146.92, 4.50, 0.06, 0.02, 0.01, 0.06, 0.02, 0.01, 76.53, 14.39, 1.14, 0.00, 
-0.13, 100.65, 797.16, 147.24, 4.15, 0.07, 0.02, 0.01, 0.07, 0.02, 0.01, 76.66, 14.42, 1.11, 0.00, 
-0.13, 100.65, 796.73, 147.21, 3.77, 0.06, 0.02, 0.01, 0.07, 0.02, 0.02, 76.79, 14.44, 1.08, 0.00, 
-0.13, 100.64, 796.17, 147.09, 4.12, 0.06, 0.02, 0.01, 0.07, 0.02, 0.01, 76.91, 14.45, 1.05, 0.00, 
-0.13, 100.64, 796.96, 147.44, 4.18, 0.06, 0.02, 0.01, 0.06, 0.02, 0.01, 77.03, 14.48, 1.02, 0.00, 
-0.13, 100.63, 796.46, 147.03, 5.00, 0.06, 0.02, 0.01, 0.06, 0.02, 0.01, 77.14, 14.48, 1.01, 0.00, 
-0.13, 100.62, 796.46, 146.89, 3.16, 0.06, 0.01, 0.01, 0.06, 0.02, 0.01, 77.25, 14.48, 0.97, 0.00, 
-0.13, 100.60, 796.17, 146.89, 3.74, 0.06, 0.02, 0.01, 0.07, 0.02, 0.01, 77.35, 14.48, 0.94, 0.00, 
-0.13, 100.59, 796.64, 146.89, 4.38, 0.06, 0.02, 0.01, 0.06, 0.02, 0.01, 77.45, 14.49, 0.92, 0.00, 
-0.13, 100.59, 796.61, 146.92, 4.27, 0.07, 0.02, 0.01, 0.07, 0.02, 0.01, 77.54, 14.49, 0.91, 0.00, 
-0.13, 100.58, 796.17, 146.86, 4.30, 0.06, 0.01, 0.01, 0.06, 0.01, 0.01, 77.63, 14.50, 0.89, 0.00, 
-0.13, 100.56, 796.90, 146.57, 4.56, 0.06, 0.01, 0.02, 0.06, 0.02, 0.02, 77.72, 14.49, 0.87, 0.00, 
-0.13, 100.56, 796.29, 147.06, 4.18, 0.06, 0.02, 0.01, 0.06, 0.02, 0.01, 77.80, 14.51, 0.85, 0.00, 
-0.13, 100.57, 795.85, 146.97, 3.68, 0.06, 0.02, 0.01, 0.06, 0.02, 0.01, 77.87, 14.53, 0.83, 0.00, 
-0.13, 100.56, 796.35, 146.97, 3.89, 0.06, 0.02, 0.02, 0.06, 0.02, 0.02, 77.95, 14.54, 0.81, 0.00, 
-0.13, 100.55, 796.58, 146.83, 4.15, 0.06, 0.02, 0.01, 0.06, 0.02, 0.01, 78.02, 14.53, 0.79, 0.00, 
-0.13, 100.55, 797.08, 147.15, 4.12, 0.06, 0.02, 0.01, 0.06, 0.02, 0.01, 78.09, 14.55, 0.78, 0.00, 
-0.13, 100.55, 796.55, 146.92, 3.95, 0.06, 0.01, 0.01, 0.07, 0.01, 0.01, 78.16, 14.55, 0.76, 0.00, 
-0.13, 100.53, 796.38, 146.62, 4.59, 0.06, 0.01, 0.01, 0.06, 0.01, 0.01, 78.22, 14.54, 0.75, 0.00, 
-0.13, 100.53, 796.49, 146.80, 3.62, 0.07, 0.02, 0.01, 0.07, 0.02, 0.01, 78.29, 14.55, 0.73, 0.00, 
-0.13, 100.53, 796.76, 146.95, 4.38, 0.07, 0.02, 0.01, 0.07, 0.02, 0.01, 78.34, 14.56, 0.72, 0.00, 
-0.13, 100.52, 796.55, 146.74, 4.79, 0.06, 0.02, 0.01, 0.06, 0.02, 0.01, 78.40, 14.56, 0.72, 0.00, 
-0.13, 100.52, 796.14, 146.95, 4.88, 0.06, 0.01, 0.01, 0.06, 0.01, 0.01, 78.45, 14.57, 0.71, 0.00, 
-0.13, 100.53, 796.38, 147.24, 4.38, 0.07, 0.02, 0.01, 0.07, 0.02, 0.01, 78.50, 14.59, 0.70, 0.00, 
-0.13, 100.53, 796.35, 147.24, 4.62, 0.07, 0.01, 0.01, 0.07, 0.01, 0.01, 78.55, 14.60, 0.69, 0.00, 
-0.13, 100.51, 796.81, 146.65, 4.74, 0.07, 0.02, 0.01, 0.07, 0.02, 0.01, 78.60, 14.59, 0.68, 0.00, 
-0.13, 100.49, 797.02, 146.27, 4.12, 0.06, 0.02, 0.01, 0.06, 0.02, 0.01, 78.65, 14.56, 0.67, 0.00, 
-0.13, 100.49, 796.78, 146.68, 4.00, 0.06, 0.02, 0.01, 0.06, 0.02, 0.01, 78.69, 14.57, 0.67, 0.00, 
