180.33, 4.19
-0.11, -0.01, -2.96, -7.42, 116.54, -41.01, -0.11, -0.01, -2.96, -7.49, 115.93, -40.25
-0.40, 0.60, -1.51, -8.07, 118.47, -34.55, -0.40, 0.60, -1.51, -8.83, 118.18, -37.40
-0.05, 0.36, 0.52, -1.61, 25.55, -34.52, -0.06, 0.35, 0.52, -7.56, 76.32, -32.76
1.16, -0.25, 3.11, 4.88, 22.60, -29.44, 1.16, -0.25, 3.10, 1.76, 34.82, -39.05
1.34, 0.32, 4.15, 11.34, 20.17, -29.64, 1.34, 0.32, 4.15, 9.77, 20.13, -40.13
0.85, 0.40, 1.50, 11.72, 115.78, -28.82, 0.86, 0.40, 1.50, 7.94, 95.91, -42.17
-0.18, -0.23, -1.02, 11.84, 117.60, -29.17, -0.18, -0.23, -1.02, 10.14, 109.26, -36.30
-0.81, 0.26, -2.34, 8.83, 118.68, -27.39, -0.81, 0.26, -2.34, 8.76, 117.43, -31.68
-0.81, -0.01, -1.66, 9.56, 31.19, -30.99, -0.81, -0.01, -1.66, 8.47, 46.11, -33.26
-0.35, 0.33, 0.49, 9.73, 128.33, -28.50, -0.34, 0.34, 0.50, 5.66, 78.17, -24.17
0.01, 0.24, 0.05, 21.89, 35.98, -41.89, 0.02, 0.24, 0.06, 9.36, 60.65, -28.56
0.18, 0.33, -0.29, 18.12, 38.91, -46.13, 0.18, 0.33, -0.29, 11.20, 50.70, -32.14
0.19, 0.36, -0.29, 11.14, 41.51, -46.19, 0.19, 0.36, -0.29, 10.96, 46.29, -34.63
0.47, 0.31, -0.43, 4.53, 41.95, -47.06, 0.47, 0.30, -0.43, 9.03, 44.08, -37.11
0.39, -0.02, -0.17, 0.06, 44.40, -45.28, 0.38, -0.02, -0.17, 7.26, 43.91, -38.38
0.29, 0.03, -0.02, -6.23, 137.83, -37.42, 0.30, 0.03, -0.01, 0.96, 77.42, -22.12
0.18, -0.26, -0.18, -2.13, 48.41, -41.30, 0.18, -0.26, -0.18, -0.54, 64.87, -27.28
-0.30, 0.10, -0.01, -0.73, 50.31, -43.53, -0.30, 0.10, -0.01, -1.00, 58.31, -31.03
0.07, -0.32, -0.01, 3.57, 50.86, -47.35, 0.08, -0.32, -0.01, -0.36, 54.58, -33.55
-0.04, 0.08, -0.10, 6.64, 52.65, -53.14, -0.03, 0.09, -0.09, 0.57, 52.65, -35.75
-0.43, 0.16, -0.05, 11.31, 55.22, -61.09, -0.42, 0.16, -0.05, 2.48, 52.51, -38.61
-0.03, 0.09, -0.03, 15.23, 55.42, -64.16, -0.02, 0.10, -0.02, 4.59, 52.17, -40.16
0.11, -0.14, 0.00, 17.30, 55.71, -64.37, 0.13, -0.14, 0.01, 6.70, 52.18, -41.68
0.14, 0.04, -0.11, 16.52, 57.06, -65.97, 0.15, 0.04, -0.11, 8.00, 52.77, -43.12
0.03, -0.01, -0.05, 16.49, 58.05, -67.47, 0.05, -0.01, -0.04, 9.03, 53.52, -44.53
0.06, 0.00, 0.02, 12.54, 149.78, -61.79, 0.09, 0.01, 0.03, 5.21, 90.12, -23.73
0.15, 0.08, -0.01, 17.36, 58.02, -68.02, 0.16, 0.08, -0.00, 7.62, 71.40, -34.68
0.13, 0.22, 0.03, 17.10, 57.97, -68.14, 0.14, 0.22, 0.04, 9.21, 62.54, -41.03
0.17, -0.00, 0.05, 17.68, 60.86, -67.32, 0.18, -0.00, 0.06, 10.54, 59.80, -44.39
0.13, -0.03, 0.08, 19.35, 61.91, -66.27, 0.14, -0.03, 0.09, 11.94, 59.11, -46.48
-0.00, 0.08, 0.06, 20.46, 61.68, -66.12, 0.01, 0.08, 0.06, 13.27, 58.77, -48.12
0.08, -0.00, 0.09, 22.04, 61.33, -67.55, 0.09, -0.00, 0.10, 14.70, 58.47, -49.60
0.03, 0.03, 0.04, 22.16, 62.32, -67.49, 0.04, 0.03, 0.04, 15.78, 58.87, -50.76
0.09, 0.02, 0.00, 22.62, 62.29, -66.59, 0.09, 0.02, 0.01, 16.76, 59.23, -51.78
0.03, 0.03, 0.02, 23.03, 61.74, -66.73, 0.03, 0.03, 0.02, 17.64, 59.22, -52.88
-0.01, 0.02, 0.04, 22.51, 61.36, -67.55, -0.00, 0.02, 0.05, 18.20, 59.11, -54.05
0.09, 0.01, -0.02, 19.09, 152.79, -61.74, 0.11, 0.01, -0.01, 11.94, 96.00, -30.08
0.38, 0.12, -0.04, 22.80, 62.91, -67.23, 0.39, 0.12, -0.04, 14.82, 76.32, -41.08
0.18, -0.11, -0.17, 23.47, 66.65, -65.97, 0.19, -0.11, -0.17, 16.43, 69.67, -46.47
0.24, -0.06, -0.06, 20.05, 160.30, -59.31, 0.27, -0.05, -0.04, 11.39, 104.88, -27.74
0.03, 0.06, 0.02, 23.56, 69.25, -65.27, 0.04, 0.07, 0.02, 14.62, 85.09, -40.88
0.15, -0.14, 0.13, 22.42, 68.93, -65.24, 0.15, -0.14, 0.13, 16.46, 75.56, -47.76
0.11, 0.10, 0.25, 18.62, 65.89, -66.33, 0.11, 0.10, 0.25, 16.68, 69.58, -52.46
0.10, 0.40, 0.21, 10.38, 152.35, -57.18, 0.11, 0.40, 0.21, 9.57, 102.01, -33.82
-0.00, 0.09, -0.11, 11.34, 59.72, -60.71, -0.00, 0.09, -0.11, 10.33, 80.95, -45.35
0.16, -0.32, -0.16, 9.12, 63.90, -61.79, 0.16, -0.32, -0.16, 9.71, 72.05, -50.94
-0.01, 0.35, 0.07, 14.24, 66.88, -66.00, -0.00, 0.35, 0.07, 10.42, 68.43, -54.31
-0.02, 0.39, -0.15, 14.73, 66.27, -65.62, -0.01, 0.39, -0.15, 11.57, 66.48, -56.36
0.43, -0.13, -0.18, 14.26, 69.39, -63.75, 0.44, -0.13, -0.18, 12.03, 67.43, -57.03
-0.15, 0.11, -0.01, 9.32, 164.05, -57.41, -0.14, 0.11, 0.00, 6.28, 104.79, -31.13
0.09, 0.24, -0.12, 14.59, 70.24, -64.63, 0.09, 0.24, -0.12, 8.90, 85.86, -44.13
0.15, 0.15, -0.05, 12.54, 69.48, -64.57, 0.16, 0.15, -0.04, 9.67, 76.64, -50.81
0.26, 0.10, -0.05, 13.39, 69.57, -63.67, 0.26, 0.10, -0.05, 10.46, 72.32, -54.28
-0.17, -0.02, 0.07, 13.56, 70.80, -62.82, -0.17, -0.02, 0.07, 11.06, 70.88, -55.97
-0.43, 0.34, 0.05, 16.43, 65.54, -63.84, -0.42, 0.34, 0.05, 12.42, 67.86, -58.08
0.17, 0.32, 0.29, 20.96, 54.31, -62.35, 0.18, 0.32, 0.29, 15.06, 61.15, -60.07
0.02, 0.30, 0.37, 23.47, 46.27, -53.84, 0.02, 0.30, 0.37, 17.75, 54.47, -60.82
-0.11, 0.52, 0.56, 19.12, 125.55, -42.94, -0.10, 0.52, 0.56, 16.09, 84.58, -42.07
0.60, -0.10, 0.29, 17.54, 28.41, -47.12, 0.59, -0.10, 0.29, 15.25, 54.97, -44.38
0.53, -0.17, 0.00, 10.26, 29.55, -46.59, 0.52, -0.17, 0.00, 14.60, 43.77, -46.74
0.87, -0.26, -0.43, -1.55, 124.73, -39.35, 0.87, -0.26, -0.43, 7.33, 80.23, -34.89
-0.18, -0.05, -0.53, -6.75, 127.51, -39.61, -0.18, -0.05, -0.53, 0.30, 100.14, -29.22
-0.07, -0.42, 0.06, -8.62, 125.75, -41.60, -0.07, -0.41, 0.06, -4.83, 108.36, -29.29
0.14, 0.09, -0.11, -5.38, 35.02, -46.04, 0.14, 0.08, -0.11, -4.85, 77.27, -37.60
0.14, -0.41, 0.11, -4.59, 34.70, -43.17, 0.13, -0.41, 0.11, -5.29, 60.17, -42.14
-0.01, 0.06, -0.04, -3.65, 34.17, -39.87, -0.01, 0.06, -0.04, -5.24, 50.19, -44.37
0.46, -0.49, 0.15, -0.18, 33.76, -38.09, 0.46, -0.49, 0.15, -4.83, 43.97, -45.05
0.40, -0.54, -0.01, 1.84, 34.35, -35.19, 0.40, -0.53, -0.01, -4.02, 40.46, -44.76
-0.05, 0.08, -0.07, 4.27, 33.09, -33.70, -0.04, 0.08, -0.07, -3.13, 37.82, -44.70
0.13, -0.19, -0.07, 5.82, 33.29, -31.31, 0.13, -0.19, -0.07, -1.92, 36.37, -44.04
0.16, -0.32, 0.20, 7.37, 32.15, -30.43, 0.16, -0.32, 0.20, -0.70, 35.02, -43.48
0.37, -0.26, 0.21, 6.17, 33.73, -29.85, 0.37, -0.26, 0.21, 0.13, 34.73, -42.60
0.21, 0.03, 0.05, 3.89, 35.52, -28.59, 0.21, 0.03, 0.05, 0.65, 35.12, -41.66
0.22, 0.56, 0.17, -1.26, 128.21, -22.80, 0.23, 0.56, 0.17, -1.02, 66.77, -24.53
-0.03, 0.19, 0.04, 3.95, 37.88, -27.27, -0.03, 0.19, 0.04, -0.10, 56.63, -26.70
-0.06, -0.37, -0.03, 3.51, 37.53, -26.83, -0.06, -0.37, -0.03, 0.58, 49.99, -27.85
0.03, 0.05, -0.01, 2.05, 36.89, -27.59, 0.03, 0.05, -0.01, 0.69, 45.44, -28.67
0.47, -0.48, -0.08, 2.13, 37.36, -27.71, 0.46, -0.48, -0.08, 0.77, 42.52, -28.95
-0.11, -0.08, -0.08, 3.24, 37.27, -25.67, -0.11, -0.08, -0.08, 0.96, 40.65, -29.19
-0.19, 0.50, -0.39, 6.37, 35.57, -24.79, -0.19, 0.50, -0.39, 1.87, 38.98, -29.20
0.26, 0.23, -0.07, 6.99, 35.87, -24.58, 0.26, 0.23, -0.06, 2.57, 37.91, -28.82
0.35, -0.38, -0.05, 6.93, 36.42, -25.14, 0.36, -0.38, -0.04, 3.17, 37.39, -28.58
-0.10, 0.56, 0.08, 8.21, 35.98, -24.93, -0.09, 0.56, 0.08, 3.85, 36.86, -28.38
0.22, -0.00, 0.12, 10.82, 35.34, -24.50, 0.23, -0.00, 0.12, 4.81, 36.31, -28.03
-0.03, 0.44, -0.06, 12.39, 35.46, -23.03, -0.03, 0.44, -0.05, 5.87, 35.94, -27.63
0.07, -0.22, -0.07, 12.74, 35.34, -21.84, 0.07, -0.22, -0.07, 6.78, 35.70, -27.08
0.18, -0.40, 0.22, 12.63, 35.49, -21.34, 0.18, -0.39, 0.22, 7.53, 35.64, -26.65
-0.14, 0.51, 0.07, 14.24, 33.56, -20.72, -0.13, 0.51, 0.07, 8.43, 34.87, -26.20
0.05, -0.13, -0.12, 14.47, 32.51, -20.26, 0.05, -0.13, -0.12, 9.27, 34.03, -25.73
-0.70, 0.77, -0.23, 15.58, 29.55, -22.51, -0.70, 0.77, -0.23, 10.00, 32.51, -25.66
-1.02, 1.08, -0.24, 15.32, 25.69, -26.37, -1.02, 1.08, -0.23, 10.53, 30.01, -26.07
-0.00, 0.22, 0.01, 14.24, 22.16, -31.16, 0.00, 0.22, 0.01, 11.09, 27.24, -26.18
0.17, 0.10, -0.12, 11.87, 21.66, -32.51, 0.17, 0.10, -0.12, 11.17, 25.12, -26.64
0.27, -0.29, -0.07, 9.00, 23.68, -31.19, 0.27, -0.30, -0.07, 10.91, 24.56, -26.99
0.29, -0.32, -0.01, 8.21, 24.99, -29.82, 0.29, -0.32, -0.01, 10.54, 24.66, -27.25
0.23, -0.06, -0.19, 7.86, 27.13, -27.83, 0.23, -0.06, -0.19, 10.16, 25.51, -27.32
0.08, 0.08, -0.25, 2.98, 120.37, -21.19, 0.09, 0.08, -0.24, 5.37, 56.97, -15.85
-0.23, -0.08, 0.20, 8.68, 27.51, -25.52, -0.23, -0.08, 0.20, 6.09, 45.80, -17.62
0.05, 0.19, 0.18, 7.57, 28.41, -26.37, 0.05, 0.19, 0.18, 6.33, 39.67, -18.77
-0.18, 0.08, 0.55, 9.50, 26.22, -28.88, -0.17, 0.08, 0.55, 6.77, 34.57, -19.74
0.46, -0.45, 0.99, 6.31, 117.01, -24.00, 0.47, -0.44, 1.00, 5.94, 66.96, -11.84
0.41, -0.68, 1.10, 11.25, 25.02, -25.34, 0.41, -0.68, 1.10, 5.81, 42.40, -22.28
-0.31, -0.79, 1.04, 10.84, 26.28, -25.99, -0.31, -0.79, 1.04, 9.12, 33.68, -25.66
0.08, -1.42, 0.19, 8.39, 27.77, -28.47, 0.08, -1.42, 0.19, 8.98, 31.48, -27.02
-0.54, -2.14, 0.33, 4.65, 26.43, -33.85, -0.54, -2.14, 0.33, 6.01, 29.62, -31.35
0.37, -1.15, 0.37, -1.78, 27.45, -34.64, 0.37, -1.15, 0.37, 0.98, 27.87, -32.46
0.24, 1.04, -0.10, -5.41, 29.26, -32.18, 0.24, 1.04, -0.10, -2.08, 28.64, -32.76
-0.31, 1.99, 0.14, -2.43, 30.34, -32.27, -0.31, 1.99, 0.14, -2.07, 29.18, -32.63
-0.61, 1.09, 1.17, 11.66, 32.13, -33.50, -0.61, 1.10, 1.17, 6.52, 32.05, -31.29
-2.13, 1.58, 0.52, 38.67, 133.79, -35.75, -2.13, 1.58, 0.52, 43.53, 113.13, -35.83
-1.27, 2.44, 1.43, 96.90, 46.30, -76.97, -1.25, 2.45, 1.44, 75.22, 72.20, -38.66
0.01, -0.42, 0.31, 89.94, 36.74, -95.32, 0.03, -0.42, 0.32, 77.85, 46.03, -49.67
0.91, -1.43, 0.26, 81.70, 41.16, -111.87, 0.92, -1.43, 0.27, 80.03, 42.10, -76.37
0.45, 0.87, 0.60, 79.01, 47.79, -126.31, 0.46, 0.87, 0.61, 74.45, 45.49, -92.85
0.36, 0.16, -0.06, 88.95, 49.25, -122.39, 0.38, 0.16, -0.05, 76.05, 45.70, -93.89
-0.07, 0.93, 0.58, 86.58, 42.41, -120.08, -0.06, 0.93, 0.59, 79.62, 42.76, -100.32
0.54, 1.39, -0.48, 66.30, 123.97, -102.72, 0.56, 1.39, -0.47, 56.44, 90.77, -73.48
0.31, -0.31, 0.38, 44.58, 28.56, -104.47, 0.31, -0.31, 0.38, 49.82, 49.19, -83.03
0.16, 0.46, 0.12, 29.00, 26.75, -99.12, 0.15, 0.46, 0.12, 43.10, 35.25, -88.25
-0.08, -0.01, -0.31, 32.30, 26.57, -96.67, -0.09, -0.01, -0.31, 39.85, 29.83, -90.17
-0.20, -0.21, -0.37, 32.97, 120.58, -93.25, -0.18, -0.21, -0.36, 29.65, 78.93, -61.47
-0.10, -0.27, -0.41, 37.27, 123.50, -96.73, -0.08, -0.26, -0.40, 27.25, 100.16, -58.13
-0.49, -1.30, -0.41, 48.09, 34.46, -110.00, -0.48, -1.30, -0.41, 40.95, 54.68, -75.86
-0.28, 0.15, 0.13, 62.06, 38.91, -115.58, -0.26, 0.15, 0.15, 44.11, 41.99, -79.28
0.21, -0.82, 0.38, 81.56, 131.98, -106.90, 0.25, -0.81, 0.40, 51.61, 89.59, -55.28
0.04, -0.19, -0.15, 100.79, 47.85, -102.16, 0.08, -0.18, -0.13, 64.10, 56.74, -59.51
0.03, 0.21, -0.15, 91.26, 141.89, -98.60, 0.08, 0.22, -0.12, 57.37, 96.91, -39.82
0.25, -0.04, -0.45, 105.09, 42.74, -99.80, 0.29, -0.03, -0.43, 67.80, 54.69, -45.82
0.42, -0.73, -1.17, 96.73, 126.66, -100.29, 0.45, -0.72, -1.16, 77.67, 104.49, -57.72
0.46, 0.15, -0.64, 80.04, 136.71, -113.48, 0.48, 0.15, -0.63, 66.02, 119.65, -67.77
0.16, -0.03, -0.52, 80.15, 59.28, -119.82, 0.18, -0.02, -0.52, 69.07, 72.82, -84.75
0.01, 0.02, -0.46, 91.49, 170.53, -108.33, 0.05, 0.02, -0.44, 62.13, 124.61, -55.14
0.21, 0.03, -0.11, 108.97, 89.97, -108.86, 0.24, 0.03, -0.10, 77.05, 92.37, -67.11
0.06, 0.02, 0.01, 108.74, 90.44, -108.68, 0.08, 0.02, 0.02, 83.53, 84.31, -71.20
0.06, 0.02, 0.01, 108.27, 90.27, -109.30, 0.09, 0.02, 0.02, 86.78, 82.45, -73.84
0.06, 0.02, 0.01, 108.71, 90.65, -108.97, 0.09, 0.02, 0.02, 89.02, 82.57, -75.84
0.07, 0.02, 0.01, 108.30, 90.18, -109.62, 0.09, 0.02, 0.02, 90.54, 82.71, -78.20
0.07, 0.02, 0.01, 108.30, 90.44, -109.70, 0.09, 0.02, 0.02, 91.79, 83.27, -80.31
0.06, 0.02, 0.01, 109.06, 90.82, -110.11, 0.08, 0.02, 0.02, 93.11, 83.90, -82.13
0.06, 0.02, 0.01, 107.57, 90.30, -108.92, 0.08, 0.02, 0.02, 93.96, 84.30, -84.14
0.07, 0.01, 0.01, 108.39, 90.03, -109.41, 0.08, 0.02, 0.02, 95.09, 84.43, -85.91
0.07, 0.02, 0.01, 108.39, 91.08, -109.94, 0.08, 0.02, 0.02, 95.85, 85.35, -87.39
0.06, 0.02, 0.01, 108.24, 90.30, -109.24, 0.08, 0.02, 0.02, 96.80, 85.45, -88.96
0.07, 0.01, 0.01, 108.65, 90.97, -109.27, 0.08, 0.02, 0.02, 97.68, 86.10, -90.12
0.07, 0.02, 0.01, 108.33, 90.73, -109.35, 0.08, 0.02, 0.02, 98.39, 86.38, -91.51
0.07, 0.02, 0.01, 107.86, 90.79, -109.18, 0.08, 0.02, 0.02, 98.90, 86.76, -92.82
0.07, 0.02, 0.01, 108.56, 91.23, -109.30, 0.08, 0.02, 0.02, 99.65, 87.26, -93.76
0.07, 0.02, 0.01, 108.16, 90.97, -109.30, 0.08, 0.02, 0.02, 100.19, 87.46, -94.93
0.07, 0.02, 0.01, 107.86, 90.41, -108.56, 0.08, 0.02, 0.01, 100.79, 87.42, -95.98
0.08, 0.02, 0.01, 108.07, 91.14, -109.65, 0.08, 0.02, 0.01, 101.13, 87.92, -96.93
0.06, 0.02, 0.01, 108.56, 90.68, -108.54, 0.07, 0.02, 0.01, 101.94, 87.95, -97.55
0.06, 0.01, 0.01, 107.51, 91.00, -108.83, 0.07, 0.01, 0.02, 102.06, 88.38, -98.46
0.07, 0.02, 0.01, 107.89, 90.38, -108.80, 0.08, 0.02, 0.01, 102.55, 88.19, -99.31
0.07, 0.01, 0.01, 108.07, 90.15, -109.06, 0.07, 0.01, 0.01, 103.01, 88.06, -100.09
0.07, 0.02, 0.01, 107.78, 90.94, -108.48, 0.07, 0.02, 0.01, 103.25, 88.71, -100.46
0.06, 0.02, 0.01, 107.57, 90.79, -108.80, 0.07, 0.02, 0.02, 103.44, 88.89, -101.13
0.07, 0.02, 0.01, 108.04, 90.68, -108.36, 0.07, 0.02, 0.02, 103.93, 88.95, -101.51
0.07, 0.02, 0.01, 107.98, 90.47, -108.71, 0.07, 0.02, 0.01, 104.26, 88.89, -102.08
0.06, 0.02, 0.01, 108.68, 91.06, -107.83, 0.07, 0.02, 0.01, 104.84, 89.34, -102.01
0.06, 0.02, 0.01, 108.39, 90.68, -108.68, 0.07, 0.02, 0.01, 105.07, 89.26, -102.62
0.07, 0.01, 0.01, 108.13, 90.85, -109.44, 0.07, 0.01, 0.01, 105.05, 89.38, -103.31
0.07, 0.02, 0.01, 108.07, 90.53, -108.86, 0.08, 0.02, 0.01, 105.27, 89.33, -103.79
0.07, 0.01, 0.01, 108.42, 90.91, -108.65, 0.08, 0.02, 0.01, 105.57, 89.60, -103.94
0.06, 0.01, 0.01, 108.36, 90.79, -109.76, 0.06, 0.01, 0.02, 105.65, 89.57, -104.53
0.06, 0.01, 0.01, 108.30, 90.91, -109.70, 0.06, 0.01, 0.01, 105.76, 89.71, -104.94
0.06, 0.02, 0.01, 108.89, 90.44, -109.15, 0.07, 0.02, 0.01, 106.26, 89.50, -105.13
0.06, 0.01, 0.01, 108.36, 90.79, -109.12, 0.07, 0.01, 0.02, 106.33, 89.77, -105.37
0.07, 0.01, 0.01, 108.13, 90.47, -108.48, 0.07, 0.02, 0.01, 106.48, 89.76, -105.60
0.07, 0.02, 0.01, 108.39, 90.76, -108.74, 0.07, 0.02, 0.01, 106.63, 89.93, -105.74
0.08, 0.02, 0.01, 108.13, 90.76, -108.71, 0.08, 0.02, 0.01, 106.68, 90.04, -105.98
0.06, 0.02, 0.01, 108.48, 90.35, -109.06, 0.06, 0.02, 0.01, 106.89, 89.77, -106.31
0.07, 0.02, 0.01, 108.45, 91.06, -109.68, 0.07, 0.02, 0.01, 106.84, 90.14, -106.51
0.06, 0.01, 0.01, 108.54, 90.06, -109.88, 0.06, 0.01, 0.01, 107.03, 89.60, -107.04
0.07, 0.01, 0.01, 108.24, 90.44, -109.18, 0.07, 0.01, 0.01, 107.08, 89.83, -107.11
0.07, 0.01, 0.01, 108.24, 90.24, -109.12, 0.07, 0.02, 0.01, 107.19, 89.78, -107.28
0.07, 0.01, 0.01, 108.21, 90.41, -108.33, 0.07, 0.01, 0.01, 107.36, 89.98, -107.16
0.06, 0.01, 0.01, 108.10, 90.06, -109.62, 0.06, 0.01, 0.01, 107.29, 89.72, -107.64
0.07, 0.02, 0.01, 107.80, 90.27, -107.83, 0.07, 0.02, 0.01, 107.39, 89.99, -107.44
0.07, 0.01, 0.01, 108.10, 90.68, -109.03, 0.07, 0.01, 0.01, 107.35, 90.21, -107.53
0.07, 0.02, 0.01, 108.18, 90.03, -108.89, 0.07, 0.02, 0.01, 107.51, 89.87, -107.75
0.07, 0.01, 0.01, 108.18, 90.56, -109.03, 0.07, 0.02, 0.01, 107.50, 90.12, -107.77
0.06, 0.02, 0.01, 107.60, 90.12, -108.59, 0.06, 0.02, 0.01, 107.43, 90.01, -107.98
0.06, 0.02, 0.01, 108.77, 90.30, -109.09, 0.06, 0.02, 0.01, 107.76, 89.95, -107.89
0.07, 0.02, 0.01, 108.56, 90.62, -109.53, 0.07, 0.02, 0.01, 107.75, 90.15, -107.97
0.06, 0.02, 0.01, 108.16, 90.03, -108.80, 0.06, 0.02, 0.01, 107.81, 89.94, -108.14
0.07, 0.02, 0.01, 108.33, 90.15, -109.09, 0.07, 0.02, 0.01, 107.86, 89.92, -108.23
0.07, 0.02, 0.01, 108.39, 90.27, -109.94, 0.07, 0.02, 0.01, 107.78, 89.92, -108.48
0.07, 0.02, 0.01, 108.59, 90.62, -109.15, 0.07, 0.02, 0.01, 107.91, 90.22, -108.29
0.06, 0.02, 0.01, 108.45, 90.88, -109.00, 0.06, 0.02, 0.01, 107.93, 90.51, -108.19
0.07, 0.01, 0.01, 108.97, 90.44, -109.91, 0.07, 0.02, 0.01, 108.11, 90.19, -108.43
0.06, 0.02, 0.01, 108.39, 91.00, -109.56, 0.06, 0.02, 0.01, 107.95, 90.57, -108.47
0.07, 0.01, 0.01, 108.59, 90.88, -109.44, 0.07, 0.02, 0.01, 108.03, 90.60, -108.51
0.07, 0.01, 0.01, 108.71, 90.47, -108.65, 0.07, 0.01, 0.01, 108.30, 90.41, -108.43
0.07, 0.02, 0.01, 108.30, 91.00, -108.16, 0.07, 0.02, 0.01, 108.26, 90.80, -108.22
0.06, 0.02, 0.01, 108.36, 90.38, -108.30, 0.06, 0.02, 0.01, 108.36, 90.49, -108.34
0.07, 0.01, 0.01, 108.27, 89.94, -108.97, 0.07, 0.01, 0.01, 108.32, 90.06, -108.69
0.06, 0.01, 0.01, 108.56, 90.47, -108.74, 0.06, 0.01, 0.01, 108.36, 90.28, -108.55
0.07, 0.02, 0.01, 108.24, 90.21, -108.94, 0.07, 0.02, 0.01, 108.28, 90.19, -108.72
0.07, 0.02, 0.01, 108.24, 90.59, -108.74, 0.07, 0.02, 0.01, 108.22, 90.43, -108.64
0.07, 0.02, 0.01, 108.01, 90.82, -109.12, 0.07, 0.02, 0.01, 108.02, 90.64, -108.74
0.07, 0.01, 0.01, 108.21, 90.47, -108.83, 0.07, 0.01, 0.01, 108.12, 90.48, -108.78
0.07, 0.02, 0.01, 108.18, 90.12, -109.38, 0.07, 0.02, 0.01, 108.11, 90.16, -109.04
0.07, 0.01, 0.01, 108.36, 90.00, -108.62, 0.07, 0.01, 0.01, 108.30, 90.05, -108.92
0.07, 0.02, 0.01, 108.21, 89.94, -109.50, 0.07, 0.02, 0.01, 108.21, 89.91, -109.14
0.07, 0.02, 0.01, 108.51, 89.80, -109.85, 0.07, 0.02, 0.01, 108.25, 89.72, -109.31
0.07, 0.02, 0.01, 108.18, 90.30, -109.06, 0.07, 0.02, 0.01, 108.19, 90.10, -109.12
0.06, 0.02, 0.01, 108.62, 90.85, -108.59, 0.06, 0.02, 0.01, 108.34, 90.58, -108.68
0.07, 0.01, 0.01, 108.10, 90.56, -108.80, 0.07, 0.01, 0.01, 108.24, 90.56, -108.79
0.07, 0.01, 0.01, 108.33, 90.70, -108.59, 0.07, 0.01, 0.01, 108.29, 90.64, -108.69
0.06, 0.02, -0.03, 108.04, 90.50, -109.15, 0.06, 0.02, -0.03, 108.16, 90.51, -108.94
