128.796 ,5.25063e-10 ,0.000793528, 0.1
87.7589 ,0.0343873 ,2.1388e-10, 0.1
98.4333 ,1.36397e-08 ,3.83656e-09, 0.1
87.7589 ,0.0108467 ,6.89843e-09, 0.1
87.7589 ,0.000762448 ,0.000113909, 0.1
87.7589 ,0.000111033 ,4.84949e-06, 0.1
106.898 ,2.83243e-06 ,1.45268e-06, 0.1
101.686 ,2.62408e-08 ,6.17772e-05, 0.1
126.775 ,1.18313e-05 ,0.0395604, 0.1
99.111 ,5.26513e-07 ,9.23317e-08, 0.1
100.614 ,3.4491e-08 ,1.59306e-05, 0.1
85.8868 ,3.4911e-06 ,0.00010336, 0.1
125.268 ,2.05504e-09 ,0.00947509, 0.1
127.204 ,0.000190361 ,0.0751168, 0.1
87.7589 ,0.000166438 ,3.16576e-09, 0.1
131.571 ,2.57024e-08 ,0.00528243, 0.1
97.2958 ,2.7377e-10 ,1.58354e-10, 0.1
87.7589 ,4.1338e-05 ,1.81493e-10, 0.1
99.4839 ,2.76461e-09 ,4.13646e-05, 0.1
87.7589 ,0.000106043 ,1.14498e-06, 0.1
87.7589 ,1.55276e-05 ,7.54987e-07, 0.1
98.1852 ,2.20696e-09 ,2.09726e-06, 0.1
81.5205 ,0.000177073 ,0.000507654, 0.1
97.4517 ,1.91096e-09 ,3.85076e-10, 0.1
87.7589 ,0.00670886 ,3.36804e-09, 0.1
90.9856 ,5.48829e-05 ,0.000660182, 0.1
87.7589 ,0.000173164 ,4.19523e-06, 0.1
99.6249 ,4.18068e-08 ,1.00178e-08, 0.1
100.005 ,7.79449e-10 ,5.44005e-05, 0.1
123.664 ,4.62466e-10 ,0.00260867, 0.1
85.944 ,3.89557e-07 ,9.6767e-07, 0.1
80.082 ,1.81101e-06 ,8.49758e-07, 0.1
99.8433 ,3.53916e-08 ,1.38244e-06, 0.1
90.3528 ,5.88613e-06 ,2.44639e-05, 0.1
87.7589 ,0.00598691 ,2.46693e-09, 0.1
86.0406 ,9.85587e-05 ,6.24716e-05, 0.1
87.7589 ,0.0479741 ,1.90252e-10, 0.1
138.347 ,1.20267e-10 ,0.0763474, 0.1
97.8099 ,2.00924e-09 ,2.9621e-08, 0.1
101.504 ,4.37899e-08 ,4.12728e-05, 0.1
123.315 ,1.1675e-10 ,0.000864182, 0.1
81.6604 ,0.019435 ,0.0496174, 0.1
87.7589 ,2.51094e-05 ,8.86503e-09, 0.1
86.4926 ,0.0126957 ,0.0360603, 0.1
87.7589 ,0.0111562 ,0.00134776, 0.1
87.7589 ,0.0655336 ,2.52699e-06, 0.1
102.572 ,3.37379e-05 ,0.0010799, 0.1
91.5741 ,8.11127e-07 ,3.63319e-10, 0.1
105.44 ,1.4699e-06 ,6.89482e-10, 0.1
87.7589 ,0.00487946 ,2.01191e-09, 0.1
99.6213 ,5.12023e-08 ,2.9788e-08, 0.1
121.332 ,5.61152e-05 ,0.0629523, 0.1
97.6262 ,7.08047e-10 ,2.57029e-08, 0.1
87.7589 ,0.000906332 ,1.54928e-10, 0.1
98.005 ,2.40399e-10 ,6.57872e-08, 0.1
136.001 ,1.28662e-06 ,0.00723962, 0.1
87.7589 ,4.58686e-05 ,2.9357e-08, 0.1
99.5428 ,5.2574e-08 ,2.28168e-10, 0.1
126.635 ,1.21136e-08 ,0.00262137, 0.1
87.7589 ,9.76454e-06 ,4.13278e-09, 0.1
89.6627 ,0.00307915 ,0.0342362, 0.1
127.068 ,3.50959e-09 ,0.0570725, 0.1
112.297 ,4.81491e-06 ,0.00410068, 0.1
97.2963 ,2.5666e-10 ,6.92381e-10, 0.1
87.7589 ,0.00150954 ,1.02403e-08, 0.1
85.7851 ,0.000241206 ,0.000529151, 0.1
81.1849 ,3.02727e-07 ,9.01881e-09, 0.1
128.087 ,5.94018e-08 ,0.013754, 0.1
87.7589 ,9.26106e-05 ,2.218e-07, 0.1
116.972 ,2.74886e-07 ,0.00695119, 0.1
87.7589 ,0.0321506 ,6.43323e-07, 0.1
98.0232 ,1.88669e-09 ,1.00541e-05, 0.1
100.602 ,1.18242e-05 ,1.67098e-05, 0.1
127.216 ,2.30795e-10 ,0.00566495, 0.1
98.0864 ,2.62513e-09 ,4.59145e-08, 0.1
79.5506 ,3.47897e-07 ,1.0118e-10, 0.1
83.6094 ,3.65444e-06 ,0.000507236, 0.1
85.9027 ,0.00028006 ,0.000953475, 0.1
77.0659 ,7.38414e-07 ,9.62567e-09, 0.1
81.6804 ,3.37446e-07 ,8.63711e-05, 0.1
87.7589 ,2.01403e-05 ,3.94299e-06, 0.1
106.733 ,1.49546e-06 ,5.91645e-08, 0.1
87.7589 ,0.00457253 ,5.75178e-05, 0.1
87.7589 ,0.000320929 ,2.06209e-08, 0.1
87.7589 ,0.0591803 ,6.36938e-10, 0.1
113.363 ,2.03484e-06 ,6.91162e-09, 0.1
128.586 ,1.46516e-07 ,0.0397163, 0.1
85.2725 ,0.00104863 ,0.00321951, 0.1
87.7589 ,0.0462435 ,6.69182e-05, 0.1
97.526 ,4.5138e-10 ,2.08959e-08, 0.1
127.497 ,1.31656e-07 ,0.00183209, 0.1
98.9952 ,2.15544e-08 ,2.04914e-10, 0.1
80.2324 ,3.78677e-07 ,7.70868e-05, 0.1
87.0191 ,7.77967e-05 ,8.21391e-05, 0.1
97.7697 ,7.75901e-05 ,0.00237953, 0.1
97.3878 ,1.23412e-09 ,5.00646e-10, 0.1
120.984 ,4.60222e-10 ,0.000477915, 0.1
98.7523 ,1.3746e-08 ,1.40313e-07, 0.1
87.7589 ,0.00571085 ,3.07567e-09, 0.1
87.7589 ,0.000120899 ,2.26095e-07, 0.1
103.402 ,2.74464e-06 ,1.10131e-08, 0.1
88.9407 ,0.014298 ,0.0889515, 0.1
98.9969 ,2.77585e-08 ,3.45242e-06, 0.1
115.8 ,2.13843e-06 ,4.7595e-08, 0.1
99.6462 ,4.27966e-08 ,9.61003e-07, 0.1
89.5762 ,1.90377e-07 ,4.31711e-09, 0.1
87.7589 ,0.0497351 ,1.54844e-09, 0.1
87.7589 ,4.56396e-06 ,1.62407e-07, 0.1
87.7589 ,0.0635872 ,3.98078e-05, 0.1
87.7589 ,0.000231342 ,1.54976e-09, 0.1
127.907 ,3.66148e-07 ,0.000581699, 0.1
101.38 ,2.59318e-09 ,6.84761e-05, 0.1
88.1998 ,8.60123e-05 ,0.00051516, 0.1
98.9795 ,7.51231e-10 ,3.98194e-05, 0.1
97.4576 ,8.80981e-10 ,1.18386e-06, 0.1
87.7589 ,0.0158394 ,9.96138e-07, 0.1
87.7589 ,0.000727875 ,1.09807e-08, 0.1
123.662 ,6.23935e-07 ,0.0007237, 0.1
97.8008 ,1.08849e-09 ,2.32393e-07, 0.1
87.7589 ,0.00467136 ,5.53854e-09, 0.1
97.8524 ,1.61753e-09 ,1.05774e-07, 0.1
87.7589 ,0.0430903 ,5.71002e-06, 0.1
90.1665 ,0.00128559 ,0.00587368, 0.1
89.8821 ,0.000278117 ,0.00101275, 0.1
87.7589 ,0.0667525 ,9.18009e-10, 0.1
87.7589 ,0.00910976 ,0.00154493, 0.1
92.2731 ,2.35901e-05 ,0.000223026, 0.1
94.9216 ,1.25785e-07 ,1.04535e-10, 0.1
97.4835 ,6.00087e-10 ,2.38112e-06, 0.1
97.1332 ,8.37595e-05 ,0.00279364, 0.1
87.7589 ,2.90649e-05 ,3.78059e-07, 0.1
99.7666 ,0.000322154 ,0.0159579, 0.1
99.5306 ,6.21084e-08 ,1.19321e-06, 0.1
88.7701 ,3.36378e-05 ,2.70906e-05, 0.1
106.117 ,1.9432e-06 ,1.32697e-08, 0.1
127.338 ,2.44414e-06 ,0.0101892, 0.1
87.7589 ,3.5391e-06 ,6.5264e-10, 0.1
84.6935 ,0.0217241 ,0.0169853, 0.1
