  0.035736,  0.011912, -0.020311, -4.267758,  9.792459, -146.682266 
   0.041844,  0.011454, -0.015424, -4.180064,  9.938614, -145.454544 
   0.040164,  0.007636, -0.012675, -4.472376,  9.850921, -146.214554 
   0.039706,  0.015272, -0.015882, -4.472376,  10.260158, -145.834549 
   0.041233,  0.015119, -0.020311, -4.560070,  9.704765, -146.097641 
   0.042913,  0.017715, -0.014050, -4.296989,  9.646302, -146.769958 
   0.042302,  0.014203, -0.014508, -4.267758,  10.377083, -145.717621 
   0.040775,  0.014203, -0.016188, -4.063139,  9.821690, -147.354584 
   0.042913,  0.010385, -0.020617, -4.063139,  10.114001, -146.214554 
   0.043066,  0.012523, -0.014966, -4.267758,  9.383221, -146.389954 
   0.039706,  0.016799, -0.016188, -3.800058,  8.944753, -146.302246 
   0.040470,  0.015424, -0.016493, -4.121602,  9.500146, -145.893021 
   0.037721,  0.014966, -0.014508, -4.413914,  10.201695, -146.916107 
   0.038332,  0.019395, -0.018173, -4.238527,  9.617071, -146.711487 
   0.039248,  0.016188, -0.016493, -4.530839,  9.850921, -146.477646 
   0.035736,  0.012370, -0.016341, -4.793920,  9.967846, -146.360703 
   0.040775,  0.009316, -0.014355, -3.887752,  9.821690, -146.477646 
   0.077274,  0.016799, -0.017104, -4.004677,  9.850921, -145.483780 
   0.041997,  0.009621, -0.017715, -3.858521,  9.997077, -146.068405 
   0.040470,  0.015882, -0.014355, -3.916983,  9.675533, -146.477646 
   0.039859,  0.018631, -0.017104, -4.180064,  10.084770, -145.717621 
   0.038332,  0.016188, -0.013592, -3.536978,  10.143233, -145.863785 
   0.040775,  0.013744, -0.013897, -4.004677,  9.850921, -145.396072 
   0.038332,  0.016035, -0.018784, -4.326220,  9.909383, -145.951477 
   0.041692,  0.014050, -0.014355, -3.858521,  9.909383, -146.565323 
   0.038332,  0.016188, -0.017410, -4.121602,  8.915522, -146.273010 
   0.038332,  0.020922, -0.018631, -4.618533,  9.763227, -146.243790 
   0.043830,  0.015730, -0.018173, -4.589301,  9.470915, -146.419174 
   0.044899,  0.014050, -0.020159, -4.063139,  9.441684, -146.389954 
   0.045051,  0.016188, -0.018631, -4.180064,  10.377083, -146.068405 
   0.038943,  0.013134, -0.017562, -4.413914,  10.406314, -145.366852 
   0.035125,  0.015730, -0.020006, -4.238527,  9.967846, -146.126862 
   0.036194,  0.016493, -0.013897, -4.530839,  9.938614, -146.302246 
   0.042608,  0.015577, -0.019395, -4.063139,  9.558608, -146.360703 
   0.041997,  0.016341, -0.022449, -4.384683,  9.880153, -146.506866 
   0.041386,  0.017868, -0.017257, -4.238527,  9.909383, -146.214554 
   0.034056,  0.019395, -0.009163, -4.530839,  9.938614, -145.776093 
   0.039095,  0.018173, -0.013439, -4.355452,  9.704765, -147.354584 
   0.041997,  0.019548, -0.017257, -4.384683,  9.441684, -147.237640 
   0.037874,  0.016799, -0.016035, -4.267758,  10.289389, -146.331482 
   0.040317,  0.015272, -0.013439, -4.150833,  9.850921, -146.039169 
   0.042913,  0.016646, -0.017257, -4.384683,  10.201695, -145.688385 
   0.046731,  0.010996, -0.016035, -4.443145,  9.646302, -146.068405 
   0.041997,  0.015577, -0.018937, -4.209296,  9.558608, -146.506866 
   0.040775,  0.011148, -0.019395, -4.326220,  9.997077, -145.717621 
   0.039554,  0.018784, -0.020006, -4.063139,  9.967846, -145.834549 
   0.040317,  0.016952, -0.016646, -4.209296,  9.909383, -146.185333 
   0.040317,  0.012217, -0.016646, -4.296989,  9.880153, -146.448410 
   0.036805,  0.017715, -0.014508, -4.267758,  9.675533, -146.682266 
   0.040623,  0.016188, -0.018173, -4.384683,  9.997077, -146.769958 
   0.040317,  0.017104, -0.016341, -4.501607,  9.792459, -146.214554 
   0.039095,  0.015272, -0.016799, -4.238527,  9.412453, -145.922241 
   0.040164,  0.014203, -0.014966, -4.033908,  10.289389, -146.536102 
   0.040317,  0.016952, -0.015882, -3.916983,  10.289389, -146.711487 
   0.038943,  0.014966, -0.016188, -3.975446,  10.084770, -146.799179 
   0.041844,  0.018479, -0.013134, -4.238527,  10.347852, -146.916107 
   0.040164,  0.018173, -0.016646, -4.560070,  10.114001, -145.834549 
   0.040775,  0.016035, -0.014050, -4.092371,  9.967846, -146.214554 
   0.044899,  0.017715, -0.012523, -4.238527,  10.143233, -146.185333 
   0.041233,  0.013897, -0.017410, -4.384683,  9.997077, -146.389954 
   0.041692,  0.018937, -0.018021, -4.180064,  9.967846, -147.179184 
   0.041997,  0.016035, -0.016035, -3.829290,  9.617071, -146.097641 
   0.037263,  0.016035, -0.021228, -4.004677,  9.120140, -146.302246 
   0.039095,  0.013439, -0.015119, -4.296989,  9.938614, -146.565323 
   0.034819,  0.011912, -0.019090, -4.238527,  10.669394, -146.331482 
   0.039248,  0.021686, -0.013439, -4.209296,  10.610932, -146.448410 
   0.036499,  0.017410, -0.016493, -4.384683,  10.581701, -146.857635 
   0.037263,  0.017868, -0.016341, -4.092371,  10.494008, -147.062271 
   0.040317,  0.017257, -0.016035, -4.589301,  10.318621, -147.237640 
   0.042302,  0.011301, -0.017410, -4.267758,  10.698627, -146.419174 
   0.031918,  0.010690, -0.015730, -4.969307,  10.026308, -146.302246 
   0.040317,  0.017715, -0.020006, -4.384683,  10.318621, -147.588425 
   0.038485,  0.017257, -0.015424, -4.501607,  10.494008, -146.945328 
   0.039095,  0.017410, -0.017562, -3.858521,  10.494008, -147.266876 
   0.037874,  0.015577, -0.015730, -4.355452,  10.143233, -147.822266 
   0.041233,  0.015882, -0.013286, -4.589301,  9.880153, -147.617645 
   0.038332,  0.019548, -0.014661, -4.413914,  10.172464, -146.799179 
   0.043371,  0.011454, -0.016035, -3.829290,  9.529378, -147.003799 
   0.039554,  0.014050, -0.016341, -5.086232,  10.026308, -146.682266 
   0.040012,  0.017715, -0.013744, -4.267758,  9.675533, -147.149963 
   0.043066,  0.017410, -0.015424, -4.852383,  10.523239, -146.916107 
   0.039095,  0.016341, -0.013286, -4.004677,  9.675533, -146.419174 
   0.039554,  0.016341, -0.017410, -4.764689,  9.967846, -146.565323 
   0.041692,  0.017257, -0.017562, -3.887752,  10.026308, -147.120728 
   0.044899,  0.015272, -0.012675, -4.384683,  10.114001, -146.857635 
   0.039706,  0.009316, -0.019395, -4.150833,  9.792459, -146.799179 
   0.042150,  0.010690, -0.016188, -4.355452,  10.143233, -146.185333 
   0.035125,  0.013592, -0.020922, -4.413914,  10.260158, -147.588425 
   0.043219,  0.019242, -0.013439, -4.443145,  10.084770, -146.506866 
   0.041233,  0.014050, -0.015730, -4.238527,  10.114001, -146.711487 
   0.046120,  0.016341, -0.019090, -4.180064,  10.318621, -147.383804 
   0.044746,  0.014508, -0.015577, -4.384683,  10.084770, -146.477646 
   0.041844,  0.014813, -0.019090, -3.712365,  10.084770, -146.974564 
   0.038637,  0.016493, -0.018937, -4.326220,  10.347852, -147.062271 
   0.038790,  0.012370, -0.017410, -4.560070,  9.792459, -146.916107 
   0.042761,  0.013744, -0.015730, -4.180064,  10.640163, -146.623795 
   0.041692,  0.015730, -0.015272, -3.858521,  10.406314, -147.676117 
   0.038179,  0.012675, -0.017104, -4.355452,  9.997077, -147.646896 
   0.043982,  0.016493, -0.013744, -4.472376,  10.610932, -147.149963 
   0.046731,  0.017410, -0.014508, -3.975446,  10.610932, -146.243790 
   0.035277,  0.013592, -0.016799, -4.238527,  10.435545, -146.389954 
   0.036805,  0.014203, -0.017562, -4.560070,  10.464776, -146.886871 
   0.039706,  0.016188, -0.019548, -4.326220,  10.318621, -146.506866 
   0.039554,  0.008247, -0.018326, -4.004677,  10.698627, -146.565323 
   0.039095,  0.020464, -0.015272, -4.384683,  10.318621, -146.389954 
   0.040012,  0.014661, -0.014508, -4.501607,  10.932476, -146.828415 
   0.038026,  0.016952, -0.018937, -4.881614,  10.786320, -147.471497 
   0.041233,  0.014966, -0.016493, -4.209296,  10.318621, -146.623795 
   0.041692,  0.014661, -0.016799, -4.472376,  10.932476, -147.471497 
   0.040470,  0.015424, -0.013439, -4.355452,  10.727857, -147.471497 
   0.041539,  0.016035, -0.012370, -3.770827,  10.581701, -146.711487 
   0.038637,  0.014508, -0.020617, -4.852383,  10.523239, -146.886871 
   0.036346,  0.020006, -0.018631, -4.004677,  10.903244, -147.149963 
   0.037721,  0.016035, -0.015882, -4.443145,  10.377083, -147.617645 
   0.041844,  0.017868, -0.018021, -4.267758,  10.903244, -146.886871 
   0.040775,  0.014813, -0.011148, -4.969307,  10.464776, -147.179184 
   0.039706,  0.015119, -0.018326, -4.384683,  10.464776, -146.331482 
   0.041386,  0.014203, -0.016341, -3.683133,  10.669394, -147.091492 
   0.038332,  0.018173, -0.016646, -3.829290,  10.610932, -147.149963 
   0.042302,  0.019090, -0.015424, -4.676995,  10.552470, -146.740723 
   0.048717,  0.017104, -0.014203, -4.413914,  9.880153, -146.769958 
   0.044593,  0.015424, -0.016952, -4.443145,  10.698627, -147.149963 
   0.041386,  0.019853, -0.019548, -4.501607,  11.049401, -146.682266 
   0.038332,  0.015730, -0.018021, -4.910845,  11.254020, -145.717621 
   0.042761,  0.017715, -0.016799, -4.764689,  10.552470, -146.711487 
   0.039095,  0.016188, -0.021991, -4.969307,  10.815551, -147.559189 
   0.035277,  0.016035, -0.018021, -4.063139,  9.675533, -147.120728 
   0.038332,  0.016646, -0.016493, -5.115463,  9.383221, -146.828415 
   0.041233,  0.018173, -0.014813, -5.378544,  10.757089, -145.951477 
   0.040623,  0.012065, -0.019395, -5.583163,  10.114001, -145.366852 
   0.043524,  0.013439, -0.018631, -5.086232,  10.143233, -147.179184 
   0.034056,  0.020006, -0.017410, -5.027770,  10.523239, -147.296112 
   0.040317,  0.016646, -0.012675, -4.969307,  10.114001, -147.091492 
   0.041539,  0.016799, -0.019548, -5.407775,  10.055539, -146.886871 
   0.038332,  0.014203, -0.020159, -4.969307,  9.938614, -146.331482 
   0.042608,  0.015424, -0.014203, -5.817012,  9.967846, -146.653015 
   0.037263,  0.018326, -0.012675, -5.495469,  10.026308, -147.062271 
   0.038637,  0.020159, -0.015577, -5.290851,  10.143233, -146.769958 
   0.041997,  0.016035, -0.016799, -5.232388,  10.084770, -147.091492 
   0.037721,  0.017104, -0.018631, -6.080093,  9.529378, -147.149963 
   0.042608,  0.017715, -0.015272, -5.875475,  10.640163, -147.763809 
   0.043219,  0.014508, -0.015882, -5.904706,  10.640163, -146.916107 
   0.040164,  0.017562, -0.013897, -5.407775,  10.260158, -146.799179 
   0.038485,  0.017104, -0.018021, -5.378544,  9.646302, -147.149963 
   0.035888,  0.012370, -0.016952, -5.670856,  10.698627, -147.266876 
   0.040317,  0.017104, -0.019090, -7.950891,  12.510962, -146.419174 
   0.047647,  0.020922, -0.016188, -13.329436,  17.977200, -144.723755 
   0.042761,  0.016799, -0.018173, -22.975739,  27.477345, -134.785156 
   0.042455,  0.018021, -0.015882, -41.362175,  44.197605, -114.674065 
   0.038332,  0.016952, -0.012217, -74.714996,  87.781349, -72.113419 
   0.039095,  0.015119, -0.018173, -118.094124,  145.863785, -18.824905 
   0.042302,  0.016799, -0.018326, -164.016373,  225.752716,  50.336159 
   0.039859,  0.020006, -0.013134, -177.345795,  341.829865,  117.918739 
   0.040012,  0.018784, -0.017257, -183.601288,  423.560394,  177.141190 
   0.035277,  0.016341, -0.014661, -204.647751,  498.129211,  219.526459 
   0.045968,  0.019242, -0.016493, -229.523544,  575.942688,  251.856186 
   0.044288,  0.017562, -0.018784, -223.794220,  579.333557,  256.825500 
   0.039248,  0.018937, -0.015119, -228.412750,  566.033325,  257.263947 
   0.042150,  0.017257, -0.015577, -216.691010,  551.446960,  234.522079 
   0.039095,  0.017104, -0.015119, -195.966095,  462.262482,  175.445770 
   0.045815,  0.016799, -0.018173, -169.336456,  324.641907,  73.282661 
   0.036194,  0.017257, -0.014050, -98.567673,  164.747162, -44.197605 
   0.044135,  0.016035, -0.016188, -55.890091,  81.058167, -105.641624 
   0.042302,  0.017257, -0.018937, -32.125111,  44.022213, -127.301956 
   0.038179,  0.017257, -0.019242, -21.923414,  27.477345, -138.146744 
   0.040775,  0.019395, -0.014355, -15.346390,  20.608009, -142.736038 
   0.044899,  0.018937, -0.016035, -11.458637,  16.427944, -144.811462 
   0.036957,  0.020464, -0.016188, -9.763227,  14.381761, -145.249924 
   0.036346,  0.017715, -0.014355, -8.213972,  12.481730, -145.074539 
   0.038943,  0.011606, -0.018021, -7.015493,  9.733995, -145.688385 
   0.043066,  0.015119, -0.013286, -4.823151,  9.207834, -145.366852 
   0.044440,  0.018173, -0.018631, -4.413914,  8.827827, -146.916107 
   0.045509,  0.017715, -0.017868, -4.384683,  9.237065, -146.799179 
   0.041844,  0.018784, -0.015577, -4.472376,  9.149372, -147.734589 
   0.044440,  0.013592, -0.014050, -5.057001,  9.090909, -146.653015 
   0.046273,  0.014050, -0.013439, -4.823151,  9.061678, -146.974564 
   0.038790,  0.017715, -0.018784, -5.115463,  8.330897, -146.214554 
   0.041844,  0.021075, -0.015272, -4.881614,  9.295527, -146.506866 
   0.040317,  0.015272, -0.012675, -4.180064,  9.237065, -146.185333 
   0.041081,  0.018479, -0.015119, -4.530839,  8.447823, -147.033035 
   0.039859,  0.018326, -0.015730, -4.589301,  9.412453, -146.740723 
   0.037110,  0.015272, -0.011148, -4.326220,  8.798597, -145.922241 
   0.039401,  0.013286, -0.009468, -4.472376,  8.301666, -147.442276 
   0.041844,  0.015577, -0.014661, -4.355452,  8.418591, -146.594559 
   0.043677,  0.016952, -0.018631, -4.706226,  8.769365, -146.857635 
   0.040775,  0.020769, -0.018173, -4.793920,  8.886291, -146.302246 
   0.036805,  0.019395, -0.016493, -4.910845,  8.564747, -146.039169 
   0.041386,  0.020006, -0.018784, -4.676995,  8.213972, -146.653015 
   0.048717,  0.016799, -0.012675, -4.647764,  8.535517, -147.266876 
   0.040928,  0.017562, -0.011301, -4.472376,  8.418591, -146.623795 
   0.040470,  0.015272, -0.010385, -4.647764,  8.330897, -146.828415 
   0.043982,  0.014050, -0.013134, -4.706226,  8.155510, -146.769958 
   0.046120,  0.014661, -0.017715, -5.232388,  8.593979, -146.448410 
   0.040012,  0.015272, -0.018173, -4.150833,  8.710903, -145.600708 
   0.043524,  0.021991, -0.018173, -4.618533,  8.886291, -146.916107 
   0.042761,  0.014966, -0.021380, -4.764689,  8.213972, -146.477646 
   0.038026,  0.018479, -0.019395, -4.852383,  8.447823, -146.068405 
   0.041539,  0.016799, -0.014966, -4.881614,  8.301666, -146.799179 
   0.039401,  0.013592, -0.016646, -4.560070,  8.769365, -146.974564 
   0.043371,  0.017410, -0.017562, -5.378544,  8.740134, -146.857635 
   0.040928,  0.016188, -0.014355, -4.969307,  8.623210, -146.857635 
   0.044593,  0.021533, -0.014508, -4.706226,  8.418591, -146.740723 
   0.042455,  0.016493, -0.017715, -4.735457,  9.178602, -146.302246 
   0.039859,  0.015424, -0.018479, -4.910845,  8.447823, -146.623795 
   0.037263,  0.014661, -0.018784, -5.378544,  8.944753, -146.711487 
   0.041692,  0.020311, -0.018784, -5.290851,  9.237065, -146.682266 
   0.038943,  0.019395, -0.017715, -5.057001,  9.090909, -146.769958 
   0.045509,  0.013897, -0.017562, -4.589301,  9.324759, -145.776093 
   0.038332,  0.018173, -0.019090, -5.115463,  8.740134, -146.506866 
   0.041539,  0.015119, -0.018631, -4.940076,  9.207834, -146.828415 
   0.041386,  0.015119, -0.018479, -5.261620,  9.441684, -146.243790 
   0.040317,  0.018326, -0.015424, -5.232388,  8.769365, -147.237640 
   0.078038,  0.017104, -0.020006, -5.612394,  8.593979, -145.659164 
   0.042302,  0.017868, -0.018937, -5.437007,  9.266296, -146.448410 
   0.043219,  0.013286, -0.018021, -5.115463,  8.886291, -146.974564 
   0.043982,  0.042302, -0.716850, -5.349313,  9.061678, -146.594559 
  -0.853073, -1.013731, -0.626137, -11.254020,  2.016954, -146.243790 
   0.490067, -1.172709, -2.147191, -13.826367,  0.263081, -145.103775 
