0,0.00,0.00,0.00,0.00,0.00,0.00
500,0.60,-0.50,0.70,-0.20,-0.20,0.00
1000,0.60,-0.49,0.83,-0.20,-0.20,-0.20
1500,0.48,-0.48,0.94,-0.20,-0.20,-0.20
2000,0.36,-0.41,1.00,-0.20,-0.20,-0.20
2500,0.24,-0.31,1.02,-0.20,-0.20,-0.20
3000,0.14,-0.18,0.99,-0.20,-0.20,-0.20
3500,0.06,-0.04,0.93,-0.20,-0.18,-0.13
4000,0.00,0.08,0.86,-0.02,-0.01,-0.01
4500,0.00,0.09,0.86,0.20,0.09,0.00
5000,0.04,0.01,0.92,0.20,0.04,-0.03
5500,0.07,-0.09,0.98,0.06,-0.04,0.01
6000,0.04,-0.12,1.01,-0.11,-0.05,0.11
6500,0.01,-0.03,1.01,-0.14,0.01,0.14
7000,0.03,0.10,1.02,-0.02,0.05,0.04
7500,0.06,0.13,1.01,0.14,0.02,-0.05
8000,0.05,0.04,0.95,0.16,-0.03,-0.04
8500,0.01,-0.04,0.88,0.02,-0.01,-0.00
9000,0.00,-0.06,0.87,-0.11,0.08,-0.01
9500,0.05,0.02,0.93,-0.09,0.10,-0.03
10000,0.12,0.10,0.99,0.02,0.02,0.01
10500,0.12,0.08,1.00,0.07,-0.07,0.09
11000,0.01,-0.01,1.01,0.04,-0.07,0.08
11500,-0.10,-0.06,1.04,-0.03,0.01,-0.01
12000,-0.08,-0.04,1.01,-0.06,0.09,-0.03
12500,0.03,-0.00,0.92,-0.03,0.07,-0.00
13000,0.11,0.03,0.84,-0.00,-0.03,0.00
13500,0.07,0.04,0.88,-0.01,-0.08,-0.02
14000,-0.07,0.02,0.97,-0.01,-0.04,-0.02
14500,-0.15,0.03,1.02,0.00,0.03,0.03
15000,-0.05,0.02,1.02,0.01,0.03,0.04
15500,0.13,-0.07,1.04,0.01,0.01,0.01
16000,0.17,-0.13,1.04,-0.01,-0.02,-0.01
16500,0.09,-0.04,0.96,-0.02,-0.02,-0.01
17000,-0.01,0.09,0.81,-0.00,-0.00,0.00
