0,0.00,0.00,0.00,0.00,0.00,0.00
302,0.60,-0.30,0.80,0.00,-0.00,0.00
604,0.47,-0.01,0.94,-0.00,-0.00,0.00
905,0.19,0.31,0.98,-0.00,0.00,0.00
1207,-0.12,0.53,0.90,-0.00,-0.00,0.00
1508,-0.37,0.60,0.78,0.00,0.00,0.00
1810,-0.51,0.55,0.74,0.00,0.00,-0.00
2112,-0.56,0.40,0.80,0.00,0.00,0.00
2413,-0.49,0.14,0.92,0.00,0.00,0.00
2715,-0.28,-0.19,1.00,-0.00,0.00,-0.00
3016,0.03,-0.46,0.94,-0.00,0.00,0.00
3316,0.31,-0.59,0.81,-0.00,-0.00,-0.00
3618,0.49,-0.58,0.73,-0.00,-0.00,-0.00
3920,0.58,-0.48,0.74,-0.00,-0.00,-0.00
4221,0.57,-0.28,0.84,-0.00,-0.00,-0.00
4521,0.43,0.01,0.96,-0.00,-0.00,-0.00
4824,0.16,0.32,0.99,0.00,-0.00,0.00
5125,-0.13,0.51,0.91,0.00,0.00,0.00
5427,-0.36,0.55,0.82,0.00,0.00,0.00
5728,-0.48,0.47,0.81,0.00,0.00,0.00
6029,-0.50,0.30,0.88,0.00,0.00,0.00
6330,-0.39,0.03,0.98,0.00,0.00,-0.00
6632,-0.15,-0.27,1.01,-0.00,0.00,-0.00
6932,0.12,-0.48,0.93,-0.00,-0.00,-0.00
7234,0.35,-0.56,0.83,-0.00,-0.00,-0.00
7536,0.49,-0.52,0.78,-0.00,-0.00,-0.00
7838,0.55,-0.39,0.81,-0.00,-0.00,0.00
8139,0.50,-0.16,0.92,-0.00,-0.00,0.00
8441,0.32,0.13,1.00,-0.00,-0.00,-0.00
8742,0.05,0.39,0.98,0.00,0.00,0.00
9043,-0.21,0.51,0.90,0.00,0.00,-0.00
9345,-0.39,0.51,0.84,0.00,0.00,-0.00
9647,-0.48,0.41,0.85,0.00,0.00,0.00
9948,-0.46,0.21,0.93,0.00,0.00,-0.00
10249,-0.31,-0.07,1.01,0.00,0.00,-0.00
10550,-0.06,-0.34,1.00,0.00,-0.00,-0.00
10851,0.20,-0.51,0.91,-0.00,0.00,0.00
11152,0.41,-0.55,0.82,-0.00,-0.00,0.00
11453,0.52,-0.46,0.81,-0.00,-0.00,-0.00
11754,0.53,-0.28,0.88,-0.00,-0.00,0.00
12056,0.42,-0.02,0.98,-0.00,-0.00,0.00
12357,0.19,0.27,1.02,0.00,-0.00,-0.00
12659,-0.09,0.46,0.96,0.00,0.00,-0.00
12960,-0.30,0.52,0.88,0.00,0.00,0.00
13261,-0.44,0.46,0.86,0.00,0.00,-0.00
13562,-0.47,0.31,0.91,0.00,0.00,-0.00
13865,-0.38,0.06,0.99,0.00,0.00,0.00
14166,-0.17,-0.23,1.03,-0.00,0.00,-0.00
14468,0.11,-0.45,0.97,-0.00,-0.00,-0.00
14768,0.34,-0.53,0.87,-0.00,-0.00,0.00
15070,0.48,-0.48,0.83,-0.00,-0.00,0.00
15371,0.52,-0.31,0.88,-0.00,-0.00,-0.00
15673,0.43,-0.06,0.98,-0.00,-0.00,0.00
15975,0.21,0.23,1.03,0.00,-0.00,-0.00
16277,-0.07,0.43,0.98,0.00,0.00,-0.00
16578,-0.29,0.49,0.91,0.00,0.00,0.00
16880,-0.43,0.43,0.89,0.00,0.00,-0.00
17181,-0.45,0.26,0.94,0.00,0.00,0.00
17482,-0.34,-0.00,1.02,0.00,0.00,0.00
17784,-0.10,-0.28,1.04,-0.00,0.00,-0.00
18086,0.17,-0.46,0.96,0.00,-0.00,-0.00
18387,0.37,-0.51,0.87,-0.00,-0.00,0.00
18689,0.49,-0.43,0.85,-0.00,-0.00,-0.00
18990,0.50,-0.26,0.91,-0.00,-0.00,0.00
19292,0.39,0.00,1.00,-0.00,-0.00,-0.00
19594,0.16,0.27,1.03,-0.00,0.00,0.00
19896,-0.10,0.45,0.97,0.00,0.00,0.00
20197,-0.31,0.50,0.90,0.00,0.00,-0.00
20498,-0.43,0.42,0.88,0.00,0.00,0.00
20799,-0.45,0.25,0.94,0.00,0.00,-0.00
21101,-0.33,-0.01,1.01,0.00,0.00,0.00
21403,-0.11,-0.28,1.03,-0.00,0.00,-0.00
21704,0.15,-0.46,0.95,0.00,0.00,-0.00
22004,0.36,-0.51,0.87,-0.00,-0.00,0.00
22307,0.48,-0.45,0.84,-0.00,-0.00,0.00
22607,0.51,-0.29,0.90,-0.00,-0.00,-0.00
22910,0.41,-0.04,0.98,-0.00,-0.00,0.00
23211,0.20,0.23,1.03,-0.00,-0.00,0.00
23512,-0.07,0.42,0.98,0.00,0.00,-0.00
23812,-0.28,0.48,0.91,0.00,0.00,0.00
24114,-0.41,0.42,0.89,0.00,0.00,-0.00
24415,-0.44,0.26,0.94,0.00,0.00,0.00
24716,-0.34,0.01,1.01,0.00,0.00,-0.00
25017,-0.12,-0.26,1.03,0.00,0.00,0.00
25318,0.14,-0.45,0.96,-0.00,-0.00,-0.00
25619,0.35,-0.51,0.88,-0.00,-0.00,0.00
25920,0.48,-0.45,0.85,-0.00,-0.00,-0.00
26221,0.50,-0.28,0.90,-0.00,-0.00,0.00
26523,0.41,-0.03,1.00,-0.00,-0.00,-0.00
26825,0.19,0.24,1.03,-0.00,0.00,0.00
27127,-0.07,0.44,0.98,0.00,0.00,0.00
27427,-0.29,0.50,0.91,0.00,0.00,-0.00
27730,-0.42,0.44,0.88,0.00,0.00,-0.00
28032,-0.45,0.28,0.93,0.00,0.00,0.00
28334,-0.36,0.03,1.01,0.00,0.00,-0.00
28636,-0.14,-0.25,1.03,0.00,-0.00,0.00
28937,0.12,-0.46,0.96,-0.00,-0.00,0.00
29238,0.34,-0.53,0.87,0.00,0.00,-0.00
29540,0.48,-0.48,0.82,-0.00,-0.00,-0.00
29842,0.53,-0.34,0.87,-0.00,-0.00,0.00
30142,0.46,-0.10,0.97,-0.00,-0.00,-0.00
30444,0.26,0.19,1.02,-0.00,-0.00,0.00
30744,-0.01,0.41,0.99,0.00,0.00,0.00
31046,-0.25,0.51,0.91,-0.00,-0.00,0.00
31348,-0.42,0.48,0.87,0.00,0.00,-0.00
31650,-0.48,0.35,0.90,0.00,0.00,0.00
31952,-0.42,0.11,0.98,0.00,0.00,-0.00
32254,-0.23,-0.17,1.04,0.00,0.00,0.00
32556,0.04,-0.42,0.99,-0.00,-0.00,-0.00
32858,0.29,-0.53,0.89,-0.00,-0.00,0.00
33159,0.46,-0.51,0.83,-0.00,-0.00,-0.00
33461,0.53,-0.39,0.85,-0.00,-0.00,0.00
33763,0.49,-0.18,0.93,-0.00,-0.00,0.00
34065,0.33,0.10,1.02,-0.00,-0.00,-0.00
34366,0.07,0.36,1.01,-0.00,0.00,-0.00
34668,-0.19,0.50,0.93,0.00,0.00,0.00
34970,-0.37,0.50,0.86,0.00,0.00,0.00
35271,-0.47,0.41,0.87,0.00,0.00,-0.00
35573,-0.46,0.21,0.94,0.00,0.00,0.00
35874,-0.32,-0.06,1.02,0.00,0.00,-0.00
36175,-0.07,-0.33,1.02,-0.00,0.00,0.00
36476,0.19,-0.49,0.94,-0.00,-0.00,-0.00
36777,0.39,-0.53,0.85,-0.00,-0.00,0.00
37079,0.50,-0.45,0.83,-0.00,-0.00,0.00
37380,0.52,-0.29,0.89,-0.00,-0.00,-0.00
37680,0.42,-0.04,0.98,-0.00,-0.00,0.00
37983,0.21,0.24,1.02,0.00,0.00,-0.00
38284,-0.06,0.43,0.98,0.00,-0.00,0.00
38585,-0.29,0.50,0.90,0.00,0.00,-0.00
38887,-0.42,0.45,0.87,0.00,0.00,0.00
39188,-0.46,0.31,0.91,0.00,0.00,0.00
39489,-0.39,0.08,0.99,0.00,0.00,-0.00
39790,-0.20,-0.20,1.03,0.00,0.00,0.00
40091,0.06,-0.42,0.98,-0.00,-0.00,-0.00
40392,0.30,-0.52,0.89,-0.00,-0.00,0.00
40693,0.46,-0.50,0.83,-0.00,-0.00,-0.00
40994,0.52,-0.38,0.85,-0.00,-0.00,-0.00
41295,0.49,-0.17,0.94,-0.00,-0.00,0.00
41596,0.33,0.10,1.02,-0.00,-0.00,-0.00
41897,0.08,0.35,1.01,-0.00,-0.00,0.00
42198,-0.18,0.48,0.94,0.00,0.00,-0.00
42499,-0.36,0.49,0.88,0.00,0.00,0.00
42801,-0.45,0.39,0.88,0.00,0.00,0.00
43102,-0.44,0.21,0.95,0.00,0.00,-0.00
43403,-0.31,-0.05,1.02,0.00,0.00,0.00
43704,-0.09,-0.30,1.02,-0.00,-0.00,-0.00
44005,0.15,-0.47,0.95,-0.00,-0.00,0.00
44306,0.35,-0.52,0.86,0.00,0.00,-0.00
44607,0.48,-0.48,0.83,-0.00,-0.00,-0.00
44908,0.52,-0.34,0.86,-0.00,-0.00,0.00
45209,0.47,-0.13,0.95,-0.00,-0.00,0.00
45510,0.30,0.13,1.02,-0.00,-0.00,-0.00
45811,0.06,0.36,1.00,-0.00,0.00,-0.00
46112,-0.18,0.49,0.93,0.00,0.00,-0.00
46414,-0.36,0.50,0.87,0.00,0.00,0.00
46715,-0.46,0.41,0.87,0.00,0.00,-0.00
47016,-0.45,0.23,0.93,0.00,0.00,-0.00
47317,-0.34,-0.01,1.00,0.00,0.00,0.00
47619,-0.12,-0.27,1.02,-0.00,-0.00,-0.00
47920,0.13,-0.46,0.95,-0.00,-0.00,0.00
48221,0.34,-0.52,0.86,0.00,0.00,-0.00
48523,0.47,-0.48,0.82,-0.00,-0.00,-0.00
48824,0.52,-0.35,0.85,-0.00,-0.00,0.00
49125,0.47,-0.15,0.93,-0.00,-0.00,0.00
49426,0.31,0.11,1.01,-0.00,-0.00,-0.00
49728,0.07,0.35,1.00,-0.00,-0.00,0.00
50029,-0.17,0.48,0.93,0.00,0.00,-0.00
50331,-0.35,0.49,0.86,0.00,0.00,0.00
50632,-0.45,0.41,0.86,0.00,0.00,0.00
50934,-0.45,0.24,0.92,0.00,0.00,-0.00
51236,-0.34,-0.00,1.00,0.00,0.00,0.00
51537,-0.13,-0.26,1.01,0.00,-0.00,-0.00
51839,0.12,-0.45,0.95,-0.00,-0.00,0.00
52141,0.33,-0.52,0.86,-0.00,-0.00,0.00
52442,0.46,-0.49,0.81,-0.00,-0.00,-0.00
52744,0.52,-0.36,0.84,-0.00,-0.00,-0.00
53045,0.48,-0.16,0.93,-0.00,-0.00,0.00
53346,0.32,0.10,1.00,0.00,-0.00,-0.00
53648,0.08,0.33,1.00,0.00,-0.00,0.00
53950,-0.16,0.46,0.93,-0.00,0.00,-0.00
54252,-0.34,0.49,0.87,0.00,0.00,-0.00
54553,-0.44,0.41,0.86,0.00,0.00,0.00
54855,-0.45,0.25,0.92,0.00,0.00,0.00
55158,-0.35,0.01,0.99,0.00,0.00,-0.00
55460,-0.14,-0.24,1.01,0.00,0.00,0.00
55762,0.10,-0.44,0.95,-0.00,-0.00,-0.00
56063,0.31,-0.51,0.86,-0.00,-0.00,0.00
56365,0.45,-0.48,0.81,-0.00,-0.00,0.00
56667,0.51,-0.37,0.84,-0.00,-0.00,-0.00
56968,0.47,-0.16,0.92,-0.00,-0.00,-0.00
57269,0.32,0.09,0.99,-0.00,-0.00,0.00
57569,0.08,0.33,0.99,0.00,0.00,-0.00
57872,-0.16,0.47,0.92,0.00,0.00,0.00
58173,-0.34,0.48,0.87,0.00,0.00,-0.00
58475,-0.44,0.40,0.86,0.00,0.00,-0.00
58777,-0.44,0.23,0.92,0.00,0.00,0.00
59078,-0.33,-0.01,0.99,0.00,0.00,0.00
59380,-0.12,-0.27,1.01,-0.00,0.00,-0.00
59682,0.13,-0.45,0.94,-0.00,0.00,0.00
59983,0.34,-0.51,0.85,-0.00,-0.00,-0.00
60283,0.47,-0.46,0.82,-0.00,-0.00,-0.00
60586,0.51,-0.33,0.85,-0.00,-0.00,0.00
60887,0.45,-0.11,0.94,-0.00,-0.00,-0.00
61188,0.27,0.15,1.00,-0.00,-0.00,-0.00
61490,0.02,0.37,0.98,-0.00,0.00,-0.00
61791,-0.21,0.48,0.91,0.00,0.00,-0.00
62093,-0.37,0.47,0.85,0.00,0.00,0.00
62394,-0.45,0.36,0.87,0.00,0.00,0.00
62696,-0.42,0.17,0.94,0.00,0.00,-0.00
62997,-0.28,-0.09,1.00,0.00,0.00,-0.00
63298,-0.05,-0.33,0.99,0.00,-0.00,-0.00
63600,0.20,-0.48,0.91,-0.00,-0.00,-0.00
63901,0.38,-0.51,0.82,-0.00,-0.00,0.00
64202,0.49,-0.44,0.81,-0.00,-0.00,-0.00
64504,0.51,-0.28,0.87,-0.00,-0.00,-0.00
64805,0.42,-0.04,0.96,-0.00,-0.00,0.00
65106,0.21,0.22,1.00,-0.00,0.00,0.00
65407,-0.04,0.41,0.96,0.00,0.00,0.00
65708,-0.26,0.49,0.88,0.00,0.00,0.00
66010,-0.40,0.46,0.85,0.00,0.00,-0.00
66311,-0.46,0.33,0.88,0.00,0.00,-0.00
66613,-0.40,0.12,0.95,0.00,0.00,0.00
66914,-0.23,-0.14,1.01,0.00,0.00,0.00
67215,0.01,-0.38,0.98,-0.00,-0.00,0.00
67516,0.24,-0.50,0.89,-0.00,-0.00,0.00
67818,0.42,-0.50,0.82,-0.00,-0.00,-0.00
68119,0.50,-0.41,0.82,-0.00,-0.00,-0.00
68420,0.50,-0.23,0.89,-0.00,-0.00,0.00
68721,0.37,0.02,0.98,-0.00,-0.00,-0.00
69022,0.15,0.27,1.00,0.00,-0.00,0.00
69323,-0.10,0.44,0.94,0.00,0.00,0.00
69624,-0.30,0.48,0.88,0.00,0.00,-0.00
69925,-0.42,0.42,0.86,0.00,0.00,0.00
70228,-0.44,0.27,0.91,0.00,0.00,0.00
70529,-0.35,0.04,0.98,0.00,0.00,-0.00
70831,-0.16,-0.22,1.01,-0.00,0.00,-0.00
71132,0.09,-0.42,0.95,-0.00,-0.00,-0.00
71434,0.30,-0.50,0.87,-0.00,-0.00,-0.00
71735,0.44,-0.47,0.82,-0.00,-0.00,0.00
72036,0.50,-0.35,0.85,-0.00,-0.00,0.00
72337,0.46,-0.14,0.93,-0.00,-0.00,-0.00
72638,0.30,0.11,1.00,-0.00,-0.00,-0.00
72940,0.06,0.34,0.99,-0.00,-0.00,0.00
73241,-0.18,0.46,0.92,0.00,0.00,-0.00
73542,-0.35,0.47,0.86,0.00,0.00,0.00
73845,-0.44,0.37,0.87,0.00,0.00,0.00
74147,-0.42,0.19,0.94,0.00,0.00,-0.00
